__time,/external_wrenches/force/x,/external_wrenches/force/y,/external_wrenches/force/z,/external_wrenches/torque/x,/external_wrenches/torque/y,/external_wrenches/torque/z,/joint_accelerations/data[0],/joint_accelerations/data[1],/joint_accelerations/layout/data_offset,/joint_states/header/stamp,/joint_states/joint_1/position,/joint_states/joint_1/velocity,/joint_states/joint_2/position,/joint_states/joint_2/velocity
1781285294.017795,,,,,,,0.000000000,-0.000000000,0.000000000,,,,,
1781285294.018052,,,,,,,,,,1781285294.017593622,0.785000000,-0.000000000,0.785000000,0.000000000
1781285294.018596,,,,,,,0.000000000,-0.000000000,0.000000000,,,,,
1781285294.018788,,,,,,,,,,1781285294.018491030,0.785000000,-0.000000000,0.785000000,0.000000000
1781285294.020617,,,,,,,0.000000000,-0.000000000,0.000000000,,,,,
1781285294.020663,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,
1781285294.020671,,,,,,,,,,1781285294.019679070,0.785000000,-0.000000000,0.785000000,0.000000000
1781285294.020678,,,,,,,0.000000000,-0.000000000,0.000000000,,,,,
1781285294.020909,,,,,,,,,,1781285294.020439148,0.785000000,-0.000000000,0.785000000,0.000000000
1781285294.022117,,,,,,,0.000000000,-0.000000000,0.000000000,,,,,
1781285294.022224,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,
1781285294.022233,,,,,,,,,,1781285294.021720886,0.785000000,-0.000000000,0.785000000,0.000000000
1781285294.022807,,,,,,,0.000000000,-0.000000000,0.000000000,,,,,
1781285294.023032,,,,,,,,,,1781285294.022578955,0.785000000,-0.000000000,0.785000000,0.000000000
1781285294.024062,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,
1781285294.024083,,,,,,,0.000000000,-0.000000000,0.000000000,,,,,
1781285294.024432,,,,,,,,,,1781285294.023681402,0.785000000,-0.000000000,0.785000000,0.000000000
1781285294.026432,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,
1781285294.026462,,,,,,,,,,1781285294.024995089,0.785000000,-0.000000000,0.785000000,0.000000000
1781285294.027540,,,,,,,,,,1781285294.026442766,0.785000000,-0.000000000,0.785000000,0.000000000
1781285294.028396,,,,,,,,,,1781285294.027680874,0.785000000,-0.000000000,0.785000000,0.000000000
1781285294.029064,,,,,,,,,,1781285294.028532267,0.785000000,-0.000000000,0.785000000,0.000000000
1781285294.029071,,,,,,,0.000000000,-0.000000000,0.000000000,,,,,
1781285294.029113,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,
1781285294.029116,,,,,,,0.000000000,-0.000000000,0.000000000,,,,,
1781285294.029124,,,,,,,0.000000000,-0.000000000,0.000000000,,,,,
1781285294.029134,,,,,,,-0.000000000,0.000000000,0.000000000,,,,,
